goodsno,url,상품명,카테고리,브랜드,가격,용량,주요사양,성분,전체 평점,5점,4점,3점,2점,1점,1_1피부,1_2피부,1_3피부,2_1피부,2_2피부,2_3피부,3_1피부,3_2피부,3_3피부,증정 여부
A000000158616,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158616&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,디오디너리 글리코릭 애시드 7% 토닝 솔루션 240ml,스킨/토너,디오디너리,"13,700",240ml,모든피부타입,"정제수, 글라이콜릭애씨드(7%), 다마스크장미꽃수, 수레국화꽃수, 알로에베라잎수, 프로판다이올, 글리세린, 트라이에탄올아민, 아미노메틸프로판올, 인삼추출물, 마운틴페퍼열매추출물, 마운틴페퍼잎추출물, 아스파틱애씨드, 알라닌, 글라이신, 세린, 발린, 이소류신, 프롤린, 트레오닌, 히스티딘, 페닐알라닌, 글루타믹애씨드, 알지닌, 피씨에이, 소듐피씨에이, 소듐락테이트, 프룩토오스, 글루코오스, 수크로오스, 우레아, 헥실니코티네이트, 덱스트린, 시트릭애씨드, 폴리솔베이트20, 젤란검, 트라이소듐에틸렌다이아민다이석시네이트, 소듐클로라이드, 헥실렌글라이콜, 포타슘솔베이트, 소듐벤조에이트, 1,2-헥산다이올, 카프릴릴글라이콜",4.7,75,18,5,1,1,14,52,34,21,43,37,16,40,44,0.0
A000000159387,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159387&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[1+1 기획]오리진스 스팟 리무버 안티블레미쉬 트리트먼트 젤 10ml,로션/에멀젼,오리진스,"25,000",10ml,모든 피부,"성분: 정제수, 변성알코올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 위치하젤수, 살리실릭애씨드, 클로브싹오일*, 포트마조람꽃오일*, 유제놀, 리모넨, 슈가켈프추출물, 오이추출물, 사과추출물, 황금추출물, 갈조추출물, 글리세린, 카페인, 부틸렌글라이콜, 소듐하이드록사이드, 토코페릴아세테이트, 마그네슘아스코빌포스페이트
*에센셜 오일",4.6,74,18,6,1,1,7,56,37,6,94,1,15,44,41,1.0
A000000147984,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000147984&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,바이오힐보 판테놀시카 블레미쉬 토너 250mL,스킨/토너,바이오힐보,"18,000",본품 : 250mL,모든 피부 타입용,"정제수, 병풀추출물, 판테놀, 글리세린, 다이프로필렌글라이콜, 펜틸렌글라이콜, 울금뿌리추출물, 락토바실러스발효물, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시에틸우레아, C12-14파레스-12, 카프릴릴글라이콜, 프로판다이올, 에틸헥실글리세린, 부틸렌글라이콜, 시트릭애씨드소듐피씨에이1,2-헥산다이올, 소듐시트레이트, 바이오사카라이드검-1, 카프릴릴/카프릴글루코사이드, 마데카소사이드, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 토코페롤, 하이드로제네이티드레시틴, 세라마이드엔피, 피토스테롤, 잔탄검, 다이소듐이디티에이",4.8,86,11,3,0,0,25,61,15,33,67,0,75,25,1,0.0
A000000182686,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182686&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,에스트라 테라크네365 하이드로 액티브 토너 200ml,스킨/토너,에스트라,"24,000",200ml,모든 피부용,"정제수, 부틸렌글라이콜, 글리세린, 나이아신아마이드, 아이소펜틸다이올, 베타인, 판테놀, 알란토인, 다이포타슘글리시리제이트, 잔탄검, 다이소듐이디티에이, 에틸헥실글리세린, 셀룰로오스검, 살리실릭애씨드, 징크클로라이드, 토코페롤",4.9,92,8,0,0,0,15,46,39,31,69,0,85,15,0,0.0
A000000173332,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173332&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[한정기획] 피지오겔 DMT 에센스 인 토너 200ml 기획(+50ml 추가 증정),스킨/토너,피지오겔,"24,000",200ml(+50ml),모든피부용,"정제수, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 헥실데실에틸헥사노에이트, 펜타에리스리틸테트라에틸헥사노에이트, 변성알코올, 베타인, 사이클로펜타실록세인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이메티콘, 피토스테롤, 소듐하이알루로네이트, 트라이소듐이디티에이, 세린, 소듐피씨에이, 하이드록시에틸우레아, 알지닌, 카프릴릭/카프릭트라이글리세라이드, 스쿠알란.",4.8,86,11,3,1,0,51,44,5,74,26,1,86,14,1,1.0
A000000151892,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000151892&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[단독기획] 하다라보 고쿠쥰 프리미엄 로션&밀크 기획 (+본품 로션 170ml),스킨케어 세트,하다라보,"23,800",로션170ml + 밀크140ml + 로션 170ml,극건성 피부,"고쿠쥰 프리미엄 로션 : 정제수,부틸렌글라이콜,하이드록시에틸우레아,펜틸렌글라이콜,피피지-10메틸글루코오스에터,다이프로필렌글라이콜,다이글리세린,트라이에틸시트레이트,피이지-32, 락토코쿠스/하이알루로닉애씨드발효여과물*, 소듐하이알루로네이트,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트,하이드록시프로필트라이모늄하이알루로네이트,소듐하이알루로네이트크로스폴리머,아파노테케사크룸엑소폴리사카라이즈,카보머,피이지-75,페녹시에탄올,글라이코실트레할로오스,다이소듐석시네이트,솔비톨,프로판다이올,하이드로제네이티드스타치하이드롤리세이트,다이에톡시에틸석시네이트,포타슘하이드록사이드,석시닉애씨드,다이소듐이디티에이,폴리쿼터늄-51,카프릴하이드록사믹애씨드,하이드록시에틸셀룰로오스,잔탄검
고쿠쥰 프리미엄 밀크 : 정제수,글리세린,다이프로필렌글라이콜,미네랄오일,다이메티콘,세틸알코올,트라이에틸헥사노인,하이드로제네이티드폴리(C6-12올레핀),락토코쿠스/하이알루로닉애씨드발효여과물*,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이드록시프로필트라이모늄하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,소듐아세틸레이티드하이알루로네이트,소듐하이알루로네이트크로스폴리머,아파노테케사크룸엑소폴리사카라이즈,알란토인,팔미틱애씨드,세틸포스페이트,알지닌,페녹시에탄올,카보머,다이소듐이디티에이,하이드록시에틸셀룰로오스,부틸렌글라이콜,펜틸렌글라이콜",4.7,83,12,3,1,,,,,,,,,,,1.0
A000000179724,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179724&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,성분에디터 그린토마토 포어 리프팅 앰플 토너 350ml+100ml 기획,스킨/토너,성분에디터,"21,000",350ml+100ml,모든 피부 타입,"전성분 정제수, 글리세린, 다이프로필렌글라이콜, 부틸렌글라이콜, 나이아신아마이드, 토마토추출물(10,000ppm), 벤질글라이콜, 아데노신, 글리세릴글루코사이드, 자일리톨, 글루코노락톤, 알란토인, 트레할로오스, 판테놀, 인도멀구슬나무잎추출물, 자일리틸글루코사이드, 안하이드로자일리톨, 인도멀구슬나무꽃추출물, 달맞이꽃추출물, 칡뿌리추출물, 대왕송잎추출물, 당느릅나무뿌리추출물, 세라마이드엔피, 토코페롤, 하이드로제네이티드폴리아이소부텐, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드글라이코사미노글리칸, 하이드롤라이즈드콜라겐, 소듐하이알루로네이트, 데이지꽃추출물, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 지모뿌리추출물, C12-13파레스-9, 1,2-헥산다이올, 에틸헥실글리세린, 하이드롤라이즈드스클레로튬검, 프로판다이올, 페네틸알코올, 소듐클로라이드, 포타슘클로라이드, 다이소듐포스페이트, 포타슘포스페이트",4.7,79,17,4,1,0,16,69,15,37,50,13,73,27,1,1.0
A000000155994,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000155994&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,포맨트 시그니처 올인원 에센스 96ml,올인원,포맨트,"23,100",Day 48 ml / Night 48 ml (48ml l e 1.62 fl. oz.*2ea),모든피부용,"정제수, 에칠헥실메톡시신나메이트, 호모살레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 다이프로필렌글라이콜, 다이페닐실록시페닐트라이메티콘, 에칠헥실살리실레이트, 티타늄디옥사이드, 나이아신아마이드, 글리세릴스테아레이트, 부틸옥틸살리실레이트, 폴리글리세릴-2스테아레이트, 스테아릭애씨드, 스테아릴알코올, 부틸렌글라이콜, 사이클로펜타실록세인, 솔비탄세스퀴올리에이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릴글라이콜, 소듐메틸스테아로일타우레이트, 트로메타민, 펜틸렌글라이콜, 하이드록시아세토페논, 아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머, 향료, 트레할로오스, 트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘, 에틸헥실글리세린, 아데노신, 다이소듐이디티에이, 1,2-헥산다이올, 병풀추출물, 아라키딕애씨드, 황금추출물, 호장근뿌리추출물, 팔미틱애씨드, 소듐하이알루로네이트, 트루로즈오브예리코추출물, 스페인감초뿌리추출물, 녹차추출물, 올레익애씨드, 로즈마리잎추출물, 마트리카리아꽃추출물, 대왕송잎추출물, 칡뿌리추출물, 달맞이꽃추출물, 당느릅나무뿌리추출물, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 시트로넬올, 제라니올, 헥실신남알, 리날룰,",4.9,94,4,2,0,0,51,42,7,67,18,16,68,32,1,0.0
A000000179249,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179249&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[1+1 한정기획] 랩시리즈 올인원 트리트먼트 50ml 1+1 기획세트,올인원,랩시리즈,"44,000",50ml,모든 피부 타입용,"올-인-원 훼이스 트리트먼트 : 정제수 , 부틸렌글라이콜 , 스쿠알란 , 프로필렌글라이콜디카프릴레이트/디카프레이트 , 글리세릴스테아레이트에스이 , 메칠메타크릴레이트크로스폴리머 , 하이드로제네이티드레시틴 , 옥틸도데실네오펜타노에이트 , 나일론-12 , 슈크로오스 , 갈고리가시우무추출물 , 겔리디엘라 아세로사추출물 , 희첨추출물 , 호장근추출물 , 슈가켈프추출물 , 포도씨추출물 , 로즈마리추출물 , 호프추출물 , 탄제린껍질추출물 , 석류즙 , 에칠비스이미노메칠구아이아콜망가니스클로라이드 , 아세틸글루코사민 , 아세틸헥사펩타이드-8 , 리놀레닉애씨드 , 소듐하이알루로네이트 , 디메치콘 , 카페인 , 리놀레익애씨드 , 글리세린 , 효모추출물 , 폴리아크릴아마이드 , C13-14이소파라핀 , 포타슘스테아레이트 , 라우레스-7 , 노르디하이드로구아이아레틱애씨드 , 사이클로덱스트린 , p-아니식애씨드 , 향료 , 디소듐이디티에이 , 페녹시에탄올 [ILN39639] *제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다.",4.8,85,12,2,0,1,30,58,12,67,33,2,70,25,5,1.0
A000000184771,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184771&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,비욘드 엔젤아쿠아 보습장벽 토너 500ml,스킨/토너,비욘드,"9,900",500ml,모든피부용,"정제수, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 헥실데실에틸헥사노에이트, 펜타에리스리틸테트라에틸헥사노에이트, 세라마이드엔피, 글루코노락톤, 전호추출물, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 개똥쑥추출물, 님잎추출물, 녹차추출물, 포도덩굴수액, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물, 베타인, 판테놀, 트레할로오스, 하이드로제네이티드레시틴, 글라이코스핑고리피드, 수용성프로테오글리칸, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 부틸렌글라이콜, 트라이소듐이디티에이, 수크로오스스테아레이트, 콜레스테롤, 스테아릭애씨드, 팔미틱애씨드, 펜틸렌글라이콜, 에틸헥실글리세린",4.8,82,18,0,0,0,73,27,0,91,9,0,91,9,0,0.0
A000000159783,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159783&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[단독기획] 토니모리 원더 세라마이드 모찌 토너 (본품500ml+100ml),스킨/토너,토니모리,"12,000",500ml+100ml,모든 피부 타입,"정제수, 다이프로필렌글라이콜, 글리세린, 펜타에리스리틸테트라아이소스테아레이트, 글리세레스-26, 1,2-헥산다이올, 마카다미아씨오일, 페닐트라이메티콘, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 스타이렌/브이피코폴리머, 에틸헥실글리세린, 병풀추출물, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 카프릴릭/카프릭트라이글리세라이드, 알란토인, 하이드로제네이티드레시틴, 프로판다이올, 판테놀, 피토스테릴/옥틸도데실라우로일글루타메이트, 세라마이드엔피(5,000 ppb), 소듐하이알루로네이트, 로즈우드오일, 레몬껍질오일, 다이소듐이디티에이, 리날룰, 리모넨",4.9,90,8,2,0,0,41,52,7,78,20,2,81,19,1,1.0
A000000144910,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144910&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[단독기획] 하다라보 고쿠쥰로션&밀크 (+크림 50ml 정품),스킨케어 세트,하다라보,"21,000",하다라보 고쿠쥰 로션 170ml / 하다라보 고쿠쥰 밀크 140ml / 하다라보 고쿠쥰 크림 50ML,"건조 피부, 보습 세트","하다라보 고쿠쥰 로션 : 정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 다이글리세린, 피피지-10메틸글루코오스에터, 다이소듐석시네이트, 프로판다이올, 소듐하이알루로네이트, 다이소듐이디티에이, 하이드록시에틸셀룰로오스, 석시닉애씨드, 카프릴하이드록사믹애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 락토코쿠스/하이알루로닉애씨드발효여과물
하다라보 고쿠쥰 밀크 : 정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 다이프로필렌글라이콜, 하이드로제네이티드폴리(C6-12올레핀), 펜틸렌글라이콜, 피피지-10메틸글루코오스에터, 세테스-23, 글리세릴스테아레이트, 스테아릴알코올, 카보머, 베헤닐알코올, 알지닌, 프로판다이올, 소듐하이알루로네이트, 다이소듐이디티에이, 피토스테릴/옥틸도데실라우로일글루타메이트, 카프릴하이드록사믹애씨드, 부틸렌글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 락토코쿠스/하이알루로닉애씨드발효여과물",4.8,85,11,3,1,,,,,,,,,,,1.0
